Audio_Song,Lyric_Song,Arousal,Valence,Quadrant,Emotion,EnhancedEmotion,lyric_id,word_count,unique_word_count,lexical_diversity,avg_word_length,line_count,avg_words_per_line,positive_word_ratio,negative_word_ratio,sentiment_ratio,top_word_1,top_word_1_count,top_word_2,top_word_2_count,top_word_3,top_word_3_count,top_word_4,top_word_4_count,top_word_5,top_word_5_count,repetition_ratio,repeated_words_count,repeated_phrases_count,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,rolloff_mean,flatness_mean,contrast_mean,zcr_mean,tempo,rms_mean,rms_std,beat_strength,low_energy_ratio,energy_entropy,brightness,warmth,activity,harmonic_energy_ratio,harmonicity
MT0039250520,MT0039250520,0.58875,0.36125,Q2,Aggressive,Aggressive,MT0039250520,422,191,0.45260663507109,3.789099526066351,62,6.806451612903226,0.0118483412322274,0.0047393364928909,1.6666666666666667,fight,13,that,10,got,8,what,8,say,6,0.54739336492891,67,3,-35.918507,50.833046,47.277622,20.153652,-4.6620464,20.005676,42.15866,15.883972,3.5887346,16.55935,20.397448,11.469138,-1.1119254,12.285687,19.36768,9.247455,1.1999167,10.593958,11.664957,8.813251,-0.75127864,8.486744,10.3957405,8.055549,0.6040193,9.377188,0.5369863,0.25745583,0.58687526,0.27457365,0.5912847,0.3071804,0.4943812,0.25856408,0.4813585,0.27677196,0.43741032,0.25305927,0.4179783,0.23146509,0.4729765,0.25558037,0.56649,0.30026117,0.5640592,0.29474905,0.5397537,0.27971336,0.5389169,0.27599028,3111.278472232648,609.7507800922385,2707.977110462697,6383.761398268189,0.034705285,22.557860781033067,0.136483301688274,[107.66601562],0.2211512,0.07560119,1.7272265,0.38228557,10.245907,0.22107263,0.36447838,[0.19842057],0.49497518,2.1297903
A003,L053,0.25,0.225,Q3,Disgust,Wistful,L053,226,104,0.4601769911504424,3.880530973451328,34,6.647058823529412,0.0132743362831858,0.0132743362831858,0.75,cause,6,but,5,goodbye,4,no,3,man,3,0.5398230088495575,48,6,-251.8974,81.21371,117.888145,40.25202,-8.283383,22.242521,33.70851,13.784936,9.282749,15.225744,11.390114,11.377098,-4.184194,14.118102,12.395744,10.82392,-11.2633095,11.430716,5.2795424,11.318633,-7.040619,9.548887,4.3740587,9.574647,-3.687367,10.5373745,0.32115987,0.29898375,0.35527635,0.32205147,0.36331594,0.296415,0.48291057,0.35527837,0.37232593,0.2691543,0.33814764,0.29185024,0.34701613,0.29842287,0.325963,0.2622439,0.39467785,0.34299088,0.33107036,0.2746103,0.35744265,0.3111119,0.31240875,0.28505966,1795.186929105731,898.8891808026813,2025.3498341194484,3630.661379220685,0.007765664,26.706093774679537,0.0778260600087074,[103.359375],0.048932742,0.025800915,1.2158966,0.6238203,10.1198015,0.10362633,0.32980636,[0.04214715],0.72183,7.786875
A004,L054,0.1999999999999999,0.18125,Q3,Sadness,Sad,L054,109,68,0.6238532110091743,3.568807339449541,17,6.411764705882353,0.0,0.0642201834862385,0.0,lonesome,5,so,5,cry,5,could,4,that,2,0.3761467889908257,14,1,-183.59703,62.24279,116.57441,31.645714,-21.455551,21.161186,33.395317,15.5404215,-7.477074,13.839361,6.355316,10.044336,-9.861906,10.162887,3.8597643,9.941714,-4.0702786,10.718101,-0.5512159,10.141114,-4.679922,10.630931,-4.017064,9.552821,-2.4669466,8.948169,0.21097572,0.26216552,0.2508338,0.25714552,0.39377108,0.2854986,0.4307024,0.35045156,0.25398108,0.21386674,0.25059515,0.2757856,0.2939974,0.23540653,0.5624312,0.36152014,0.2665011,0.2516168,0.2421586,0.2297955,0.4442687,0.31343126,0.314852,0.24624147,1832.081639824716,529.0132249384351,1915.9954417276567,3596.353253343895,0.005747283,26.020419767317325,0.0978289624854876,[99.38401442],0.0735605,0.037594263,1.1946867,0.5778476,10.163832,0.0720661,0.41933224,[0.06092281],0.7522644,8.787661
A018,L068,0.13125,0.21875,Q3,Sadness,Yearning,L068,70,48,0.6857142857142857,3.6,18,3.888888888888889,0.0142857142857142,0.0428571428571428,0.25,solitude,3,that,2,sit,2,haunt,1,dreadful,1,0.3142857142857143,10,1,-195.23766,50.479164,167.51964,22.890957,-4.4982243,17.913984,21.794846,13.517018,1.5191996,17.512794,0.5991096,9.753788,-11.107252,9.067919,-8.375674,8.5685215,-19.434267,10.431995,-6.3179655,9.311848,-13.073263,10.761879,-2.4915764,7.973528,-3.0720618,8.188495,0.23483871,0.2906794,0.096263334,0.13282363,0.1596212,0.24490593,0.18418492,0.25102198,0.21790174,0.29083684,0.11478323,0.16526626,0.15473862,0.21044849,0.33213234,0.3739451,0.29527727,0.26712906,0.42184487,0.4091759,0.24439527,0.23953402,0.31202528,0.357808,1004.5609764680928,335.1426619058005,1372.6792340316863,1689.4981171693596,0.0007682753,26.091415918590044,0.0464135515431501,[57.421875],0.14731419,0.055784862,1.1242666,0.8385477,10.227264,0.029465733,0.21021393,[0.07049214],0.8288998,20.81418
A029,L079,0.21875,0.20625,Q3,Sadness,Melancholy,L079,171,59,0.3450292397660818,3.3684210526315788,39,4.384615384615385,0.0058479532163742,0.0058479532163742,0.5,heaven,11,know,7,would,6,if,6,saw,6,0.6549707602339181,31,9,-198.62881,59.50504,132.91302,30.577477,20.342558,14.757371,36.32678,13.6118765,3.6635795,13.5740385,17.988928,8.707384,-3.2943754,7.6350455,1.5753871,7.5728636,-7.752405,10.109284,-1.7844261,7.4445925,-3.4190557,7.7630086,-0.37212747,7.2925367,-6.6190968,6.9091096,0.24973938,0.21690756,0.35443404,0.29922748,0.28465208,0.29118374,0.2765057,0.21132773,0.462112,0.3450839,0.32238954,0.22581603,0.33158538,0.3251334,0.25278306,0.22429007,0.36160266,0.252236,0.5477114,0.36046454,0.36032936,0.23919328,0.35761085,0.31390664,1361.5924188788265,589.8916698872797,1980.0033603616173,2941.832211143092,0.0037181366,24.449066539983725,0.0468387190402476,[78.30255682],0.09230393,0.0313504,1.3282053,0.7427681,10.250462,0.0874428,0.19119753,[0.06023028],0.618013,4.3242598
A034,L084,0.28125,0.21875,Q3,Disgust,Weary,L084,181,58,0.3204419889502762,3.6408839779005526,32,5.65625,0.0,0.0386740331491712,0.0,what,13,no,10,matter,8,just,5,slipped,5,0.6795580110497238,36,7,-148.8025,66.04218,110.51185,32.197903,6.743907,21.951328,45.43836,13.083977,17.124048,14.88389,8.600364,11.023019,11.525841,14.220564,6.9517503,9.491077,7.0854206,8.685093,11.161492,7.8514977,3.513312,7.4094915,11.260602,7.7167587,0.2177688,7.814382,0.22339469,0.26242864,0.2227746,0.17860462,0.26216108,0.20728563,0.34780583,0.26814362,0.5623683,0.34210202,0.5725291,0.3064634,0.60240173,0.28596795,0.55250627,0.35818893,0.27098832,0.23134139,0.23982286,0.2778836,0.23507085,0.26657647,0.2362826,0.27147925,1545.533150291774,720.9740282480743,2111.900565247962,3485.095592770414,0.0030407892,24.257300957265794,0.0355383338573916,[112.34714674],0.19625066,0.023201063,1.3870112,0.6771368,10.325245,0.09421391,0.25410384,[0.18373502],0.87182486,20.041775
A035,L085,0.25625,0.225,Q3,Disgust,Yearning,L085,190,114,0.6,3.5052631578947366,31,6.129032258064516,0.0052631578947368,0.0052631578947368,0.5,this,4,ll,4,feel,3,free,3,here,3,0.4,27,0,-266.08325,57.050987,150.25136,29.044876,-6.654303,18.987291,25.825918,9.341086,14.34445,10.581916,10.869857,10.085179,2.6497455,7.2047906,-1.0190438,7.233176,-2.8195817,6.0012884,-3.2482858,6.2935877,-8.1371975,6.921328,-3.0390327,9.191769,-9.227734,8.641133,0.35671818,0.27824935,0.35652518,0.21341345,0.5103021,0.40388596,0.41018638,0.17764321,0.43708032,0.3576747,0.34133497,0.2731588,0.24801636,0.21456382,0.35321933,0.3350512,0.33539987,0.19022958,0.51045513,0.33649275,0.32211468,0.22000037,0.2681773,0.18792345,1176.221586475721,470.3805096436342,1723.6124110725484,2373.227316085768,0.002014127,25.023792901829683,0.0395609852699303,[107.66601562],0.052002102,0.021712402,1.0555108,0.7787254,10.219688,0.050434936,0.2441603,[0.04665716],0.78187686,13.7749
A038,L088,0.24375,0.20625,Q3,Sadness,Sad,L088,137,92,0.6715328467153284,4.175182481751825,16,8.5625,0.0,0.0145985401459854,0.0,by,4,like,3,as,2,their,2,gate,2,0.3284671532846715,22,0,-197.53824,47.336967,147.30278,21.352104,-32.90903,11.744104,61.759903,8.263581,-9.497011,14.247987,28.492798,10.239126,-12.59605,14.065666,9.725678,9.489452,-17.500895,8.444781,5.669839,7.7364426,1.6084298,10.089729,-2.3130279,6.7368536,-5.742876,6.1432605,0.2600078,0.19188142,0.19368953,0.15538344,0.24701738,0.22234014,0.34118202,0.19415522,0.8559486,0.24339813,0.47209755,0.16629383,0.19510978,0.16722499,0.24333607,0.20786104,0.30680135,0.17709275,0.5319442,0.31526974,0.36568666,0.21438591,0.30041665,0.19572191,1483.0200416608927,463.1995718635896,1675.5347830482335,3241.1554011767125,0.00041402696,24.295987453582992,0.065717667618034,[54.97839096],0.06456535,0.02332923,1.0583481,0.6681124,10.245401,0.055418834,0.32909068,[0.02958083],0.5571817,3.6752603
A045,L095,0.2375,0.2,Q3,Sadness,Somber,L095,162,85,0.5246913580246914,3.765432098765432,36,4.5,0.0,0.037037037037037,0.0,will,5,away,4,hurt,3,all,3,could,3,0.4753086419753086,32,7,-293.9419,60.58418,135.04207,32.71547,-1.0739611,17.506847,36.12891,15.624704,3.3990543,14.467665,9.60093,15.713321,-5.0318174,10.906387,2.1931748,8.991216,-16.40733,11.897071,-7.5100923,10.405067,-5.9142485,9.846499,-7.7969356,9.793192,-8.730541,8.63336,0.48839507,0.3902407,0.2846108,0.21920171,0.29254788,0.32120267,0.29801023,0.26303887,0.39529908,0.3258494,0.19856396,0.21801363,0.19937949,0.24630459,0.2856537,0.25885,0.365149,0.2582055,0.48394927,0.34422973,0.3323622,0.22141166,0.44679242,0.3419966,1365.9918978603596,627.6853156942566,1792.596539151975,2792.9164449496902,0.004090783,26.295386411834635,0.0506436846942724,[92.28515625],0.03773525,0.017172268,1.2012367,0.7237818,10.190714,0.06553322,0.25451466,[0.02902003],0.5379462,2.4545505
A048,L098,0.25625,0.25,Q3,Melancholy,Melancholy,L098,188,64,0.3404255319148936,3.867021276595745,32,5.875,0.0,0.0,0.0,hold,13,everybody,9,hurts,7,alone,5,re,5,0.6595744680851063,40,1,-176.83057,75.40912,151.63737,45.34851,-2.467511,17.377628,22.273493,12.458978,11.645817,14.81543,14.426867,8.937918,0.2727082,10.0071945,-3.692986,7.405058,4.6936216,9.185964,2.6794703,7.8583646,-0.6479266,9.165137,0.33225447,6.9504695,-12.672117,7.342269,0.20083687,0.16056375,0.2589187,0.21771805,0.4609409,0.36903024,0.3040686,0.1722952,0.4012402,0.36753494,0.24310037,0.16873457,0.3977955,0.32248116,0.33635443,0.33185735,0.27582467,0.21672752,0.36396483,0.3342889,0.27280697,0.18056564,0.40457356,0.3535339,1333.5687601903653,791.585438090148,1670.098367920157,2647.625656836542,0.004287822,25.42008158553689,0.0620064277767027,[95.703125],0.11991241,0.045842446,1.2053628,0.70766073,10.236983,0.08368742,0.27504653,[0.09563327],0.78495353,11.6328945
A060,L110,0.28125,0.18125,Q3,Disgust,Sad,L110,156,57,0.3653846153846153,3.282051282051282,26,6.0,0.0,0.0,0.0,not,12,going,11,stop,11,up,5,till,4,0.6346153846153846,15,4,-278.60233,69.79791,130.33977,30.986633,-1.6617554,14.261041,8.385182,14.066003,5.157234,8.933512,-1.9584949,8.638046,-7.6191583,8.550236,-13.697325,10.348199,-7.780005,7.9633822,-10.561589,8.1455765,-10.655569,8.061784,-11.539266,7.7985373,-12.899678,7.103606,0.10046297,0.1585378,0.18351425,0.2013181,0.4109674,0.3738243,0.19774072,0.17061594,0.2083333,0.31029007,0.12406696,0.159878,0.22790228,0.2515466,0.27185538,0.3260393,0.2850043,0.24794862,0.5058268,0.3952951,0.22446151,0.2245568,0.2493356,0.30410096,1617.6728109379144,736.7645827329792,2066.10323591974,3048.582084447957,0.005713756,24.480724552353507,0.0633640868190661,[129.19921875],0.040608715,0.020100757,1.1024941,0.7068004,10.144812,0.09593735,0.2653894,[0.04372179],0.7668063,12.323399
A061-66,L111-66,0.28125,0.21875,Q3,Disgust,Somber,L111-66,160,92,0.575,3.8875,25,6.4,0.03125,0.025,1.0,no,6,find,4,their,3,very,3,faces,2,0.425,36,0,-293.80594,77.44356,149.08104,32.40548,24.825003,27.000893,30.835825,23.795921,-3.6488574,16.190716,12.304036,15.321662,-28.66089,17.78317,-5.7197967,12.131862,-9.758242,11.274853,-12.956626,11.756919,-6.8883824,8.476242,-7.9630756,8.639672,-11.618099,7.488751,0.20109418,0.3405294,0.10721713,0.17858697,0.1301388,0.23369795,0.1412119,0.20507352,0.117698744,0.15502033,0.25122818,0.35968694,0.16532415,0.21052608,0.24415801,0.33643967,0.34178695,0.39450338,0.22486703,0.20904626,0.36010563,0.42908677,0.20009026,0.20894088,899.7024274340267,501.55432958427866,1228.7841308684838,1585.0134782730397,0.00082525203,27.2031010511636,0.0354330463773885,[89.10290948],0.10894972,0.059643306,1.0993114,0.8468366,10.046965,0.034960013,0.13891834,[0.08089781],0.90789926,32.364063
A071-70,L121-70,0.3,0.2875,Q3,Sad,Sad,L121-70,263,111,0.4220532319391635,3.4334600760456278,41,6.414634146341464,0.0,0.0076045627376425,0.0,brick,6,drowning,6,slowly,6,alone,5,her,4,0.5779467680608364,44,2,-170.71059,77.24728,160.31148,30.371414,-34.34659,20.496557,49.649925,16.936981,-6.406333,17.724234,21.895235,16.997908,-12.375544,14.704056,8.393412,11.499936,-10.827261,10.480607,3.9516914,9.052783,-0.26762673,8.891031,-4.0488067,7.8098383,3.7118385,7.854651,0.18121661,0.20774044,0.29525146,0.2604907,0.4582744,0.34326503,0.2898368,0.19390662,0.42271322,0.35340714,0.3041076,0.19619027,0.55901235,0.33652607,0.4360662,0.29354426,0.30894327,0.23404977,0.32938737,0.28263673,0.20469517,0.18944997,0.21186365,0.25162974,1301.0124522455894,571.1852560679155,1474.6836934007165,2658.831511834176,0.00083019555,26.858302841380446,0.0640620443720839,[92.28515625],0.12396098,0.04550471,0.9725475,0.7108574,10.209932,0.04861924,0.2988878,[0.09533132],0.7866902,11.747184
A073-143,L123-143,0.2937499999999999,0.26875,Q3,Sadness/Disgust,Sadness/Disgust,L123-143,365,102,0.2794520547945205,3.473972602739726,50,7.3,0.0136986301369863,0.0136986301369863,0.8333333333333334,can,14,feel,9,when,9,that,7,last,6,0.7205479452054795,76,10,-194.68895,78.997215,96.79026,40.1783,23.978645,21.03463,9.273844,16.65777,22.88274,12.511987,3.8300202,10.582677,-5.4298086,12.381857,8.217053,10.175712,-4.68021,9.653291,10.738883,12.234881,-11.517188,9.736671,4.080551,9.301032,-7.17763,9.226384,0.33474246,0.22910745,0.49112317,0.33379948,0.3079838,0.24833392,0.2625079,0.294621,0.29921547,0.2610173,0.42148545,0.32950494,0.39814526,0.34766927,0.34218743,0.31928235,0.4115264,0.3148996,0.30154514,0.22826935,0.41811633,0.3560256,0.309289,0.25524816,2593.6209802482617,1235.2144838529168,2827.4444413814103,5969.605569278493,0.016222082,24.783461702235584,0.1039237857972136,[112.34714674],0.07948166,0.036919948,1.3006796,0.5260502,10.16131,0.28312275,0.2205385,[0.07441282],0.6818627,4.6963763
A081-67,L131-67,0.24375,0.225,Q3,Sadness,Sadness/Disgust,L131-67,179,65,0.3631284916201117,3.335195530726257,37,4.837837837837838,0.0223463687150838,0.0055865921787709,2.0,here,8,special,6,don,5,run,5,belong,4,0.6368715083798883,35,6,-310.85895,71.09737,99.96336,35.73787,16.739027,15.825923,35.596706,12.273068,25.005596,9.968978,9.842728,10.400893,1.6982025,8.704486,8.743463,7.352451,-10.807037,10.4442425,2.2094195,10.075795,-11.329235,7.233763,-1.0134975,7.8490095,-12.401482,6.814957,0.35886472,0.33017817,0.1831098,0.17490298,0.13291441,0.21116734,0.11352446,0.14863326,0.13010398,0.18362032,0.21974899,0.22363672,0.49603498,0.3093367,0.6805213,0.3564733,0.40252045,0.3040629,0.17064518,0.20187567,0.1638501,0.20034498,0.30193967,0.32190475,1801.9158530951984,996.2925324030748,2349.4507580612926,4076.122107872596,0.008787821,24.769120422974904,0.0575842265992935,[112.34714674],0.034467936,0.01378262,1.4683465,0.60985756,10.202274,0.18174763,0.22164804,[0.03226979],0.7972846,9.748393
A083-158,L133-158,0.26875,0.20625,Q3,Disgust,Yearning,L133-158,151,79,0.5231788079470199,3.589403973509934,16,9.4375,0.0198675496688741,0.0066225165562913,1.5,crying,15,over,6,but,3,so,3,that,3,0.4768211920529801,25,0,-174.64745,51.21697,78.49293,28.278894,-27.80799,21.817568,49.795086,13.485581,-7.1195064,13.184522,8.990316,10.115473,-5.9432693,8.587685,4.08174,10.45514,-10.62913,10.035923,1.6856154,7.302024,-11.80598,7.614053,3.609742,7.368097,-10.048789,7.5679226,0.443384,0.30596393,0.4933157,0.3428539,0.32926065,0.22207622,0.38053855,0.31916606,0.2708143,0.20727606,0.41309932,0.3144177,0.31532028,0.26791012,0.34276238,0.26289448,0.41453212,0.3326949,0.27255917,0.1980539,0.31723008,0.2687529,0.30069986,0.24537273,2534.366889139505,658.939761414383,2216.217548635141,4829.5457963973,0.015529226,26.12753785489608,0.1425905965799148,[143.5546875],0.05453709,0.024271145,1.1627246,0.43365616,10.187708,0.12691724,0.45222118,[0.06524213],0.7020129,6.777224
A084-75,L134-75,0.3125,0.225,Q3,Disgust,Somber,L134-75,268,117,0.4365671641791044,3.5522388059701493,45,5.955555555555556,0.0298507462686567,0.003731343283582,4.0,would,8,dance,6,love,6,her,5,when,4,0.5634328358208955,53,2,-131.33273,92.49844,91.755875,34.94334,24.246908,20.610117,17.166466,13.434383,3.7982724,16.801842,9.715085,9.681862,6.3905425,13.945173,-9.308489,14.065717,6.2313576,13.2774105,-0.2709268,9.690373,-7.417292,11.705085,6.9298463,10.312435,-6.3321714,8.247642,0.35891515,0.35391286,0.3254978,0.2765106,0.40972257,0.34433183,0.33948755,0.310282,0.29061607,0.26849553,0.34098977,0.30282158,0.28332746,0.2500077,0.3159534,0.3015522,0.26384443,0.23669435,0.3785783,0.30572772,0.48362038,0.33716708,0.33260044,0.2649141,2466.730115004284,1045.326431005093,2760.167384543478,5511.231377180233,0.026355855,24.48480951199633,0.0953673843265503,[161.49902344],0.15007612,0.09687686,1.581333,0.54396164,10.018265,0.20349556,0.26208866,[0.20197622],0.5022937,1.8151525
A085-69,L135-69,0.31875,0.24375,Q3,Disgust,Reflective,L135-69,108,40,0.3703703703703703,3.4166666666666665,23,4.695652173913044,0.0185185185185185,0.0092592592592592,1.0,like,10,dying,10,sun,6,so,4,things,3,0.6296296296296297,21,2,-208.50201,42.555027,107.09577,31.615828,-18.878183,21.805733,11.864516,15.01882,-6.970351,12.10299,-17.02304,11.784535,-4.635411,9.715686,-23.82987,11.20868,5.2749014,11.74579,-26.207752,11.137892,-1.3454548,11.2676115,-23.024357,10.678225,-13.325025,8.307526,0.22135934,0.3102163,0.084314585,0.121831715,0.14206886,0.29207262,0.122360066,0.1611665,0.31412473,0.37118307,0.2798211,0.36001933,0.14549917,0.16203673,0.28670546,0.39949346,0.11267682,0.1487924,0.13854751,0.28305888,0.11751649,0.16007547,0.28857738,0.34602287,2044.6032277472816,769.480126250087,2446.924125929684,4201.3960473917805,0.0046465676,25.544973974651587,0.0681921814202334,[80.74951172],0.08652756,0.034844678,1.0917386,0.65121186,10.2012,0.10873122,0.27139002,[0.05822549],0.9091864,36.35219
A096-68,L146-68,0.3125,0.24375,Q3,Disgust,Melancholy,L146-68,93,61,0.6559139784946236,3.4086021505376345,13,7.153846153846154,0.021505376344086,0.021505376344086,0.6666666666666666,hello,4,not,3,don,3,again,2,know,2,0.3440860215053763,11,0,-70.24488,56.458904,120.192665,47.7646,-32.310394,31.864674,5.0765753,10.904827,-3.889238,15.544649,-8.746978,11.837589,0.07989445,13.514205,-7.3592443,10.651487,-12.547108,10.047582,1.5467607,12.334796,-16.934694,12.4090805,2.1126711,9.186078,-9.386747,8.563914,0.21904872,0.18205363,0.529026,0.36033037,0.48360583,0.37114477,0.15262212,0.13246116,0.15693949,0.25501803,0.20471182,0.2442446,0.28323466,0.30069315,0.13925542,0.20127763,0.12715977,0.17427029,0.18616802,0.223878,0.22325769,0.2598937,0.2935781,0.3333318,1966.28522391995,717.8039091162609,2044.593709550974,3989.8175407858457,0.0065023447,27.107286967912792,0.0891502545714009,[143.5546875],0.2550239,0.101442434,0.9812459,0.6174958,10.220472,0.10669967,0.38405064,[0.3050823],0.8863413,29.16698
A097-152,L147-152,0.275,0.2375,Q3,Disgust,Wistful,L147-152,260,111,0.4269230769230769,3.4423076923076925,49,5.306122448979592,0.0038461538461538,0.0038461538461538,0.5,home,14,go,11,just,6,wanna,5,know,5,0.573076923076923,45,3,-211.78423,57.35365,141.47949,34.71993,3.8214397,23.106714,29.831795,16.05463,16.069956,13.733287,5.633595,11.846111,3.8842742,13.138722,0.9258121,9.916862,-5.0008955,11.997704,3.75909,9.406102,-7.7541842,10.773935,3.4148834,8.217934,-3.0441716,9.071774,0.22383896,0.23435628,0.23532364,0.2263123,0.4382423,0.36764988,0.29764122,0.23287363,0.35967636,0.34732884,0.24899562,0.24200433,0.3020756,0.25995228,0.49866998,0.3671362,0.3208819,0.2489403,0.30184472,0.32909992,0.23450348,0.21089038,0.32153124,0.31861073,1347.0013546826056,662.9263386756836,1863.4483081719943,2733.316805340557,0.002751694,25.072962561390707,0.051805809186339,[129.19921875],0.084845036,0.03324701,1.3908457,0.73787063,10.226011,0.07652626,0.24990374,[0.09134927],0.6502546,4.8402963
A106-100,L156-100,0.2375,0.2125,Q3,Sadness,Sadness/Disgust,L156-100,213,86,0.4037558685446009,3.408450704225352,48,4.4375,0.0093896713615023,0.0093896713615023,0.6666666666666666,knife,12,oh,11,cuts,6,like,6,how,5,0.596244131455399,33,5,-196.1245,55.88402,149.58577,27.487509,-4.2313523,15.722022,33.944344,10.832943,12.07908,12.171227,7.2299767,8.007249,4.4449315,8.881545,4.0401297,7.864258,-4.6846275,8.255174,5.8371634,9.866051,-3.8122642,9.980753,2.4136517,8.450433,1.4984171,7.548009,0.3714058,0.35039923,0.2787507,0.21144126,0.437546,0.35932088,0.39368746,0.33708835,0.21155536,0.21349367,0.26444808,0.2975413,0.21111494,0.1773074,0.4065426,0.37224662,0.33127606,0.29940417,0.22175655,0.22248895,0.22394304,0.24864694,0.28654078,0.25655913,1194.1699485246086,528.7899740933781,1655.760455782682,2354.88576032798,0.0023598247,25.122304778832262,0.0461928423713235,[135.99917763],0.10343217,0.039435603,1.1417917,0.75846696,10.232129,0.052285135,0.24982604,[0.11722242],0.80787164,16.16373
A117-76,L007-76,0.23125,0.1875,Q3,Sadness,Plaintive,L007-76,216,109,0.5046296296296297,3.935185185185185,35,6.171428571428572,0.0185185185185185,0.0185185185185185,0.8,nothing,13,compares,10,can,5,away,4,but,4,0.4953703703703703,39,3,-162.89806,68.367294,110.81205,22.034698,-23.985636,19.748184,60.78492,14.952799,-18.379524,15.866265,35.163033,14.201912,-16.852152,14.298631,19.918184,11.658725,-13.215681,10.583364,13.237942,11.15745,-6.7606997,8.933489,-1.16023,8.33011,-6.1234584,9.132051,0.40117443,0.34509826,0.2964345,0.23437078,0.35611984,0.30951124,0.29962417,0.23803352,0.34304753,0.29130358,0.4405031,0.34646222,0.31968138,0.25035602,0.4144268,0.32635328,0.35309085,0.2908326,0.3372272,0.30297232,0.3104692,0.32994482,0.2844438,0.26647532,1992.2918094420727,675.6692116509355,2056.8272758695234,4331.0744575832205,0.00091878267,26.967100620110493,0.0848866338315217,[112.34714674],0.11960584,0.047349375,1.2329607,0.5556564,10.206543,0.11980362,0.35468343,[0.11197812],0.68463165,4.583758
A126-77,L016-77,0.225,0.26875,Q3,Sadness/Disgust,Sadness/Disgust,L016-77,180,77,0.4277777777777777,4.105555555555555,46,3.9130434782608696,0.0166666666666666,0.0388888888888888,0.375,heart,10,no,10,sacrifice,8,gave,8,cold,4,0.5722222222222222,35,9,-327.48175,66.22323,106.089676,36.67294,-1.5372303,19.150612,17.494648,14.796169,2.1032584,13.44411,-1.4522532,13.148674,3.7060552,15.70169,-19.852448,14.359359,-3.9617925,9.476435,-10.769664,8.398455,-21.318296,8.541167,-14.968768,7.779736,-9.5241585,8.074513,0.27592134,0.32304096,0.20761177,0.18942864,0.34545755,0.34322065,0.2955462,0.29041067,0.22646417,0.19310673,0.421565,0.4043247,0.20749535,0.17822254,0.29173455,0.33254242,0.24668993,0.28792688,0.20281418,0.17654961,0.35036018,0.35932976,0.20362285,0.16887753,2052.2927143480447,881.5366248961425,2344.7453971615214,4086.516956057711,0.012200098,24.862364563602497,0.081604192869582,[95.703125],0.01873981,0.008590151,1.1336136,0.5777191,10.193954,0.1418661,0.3120407,[0.01494549],0.77846,10.163266
A130-162,L020-162,0.3125,0.24375,Q3,Disgust,Sadness/Disgust,L020-162,145,66,0.4551724137931034,3.317241379310345,24,6.041666666666667,0.0,0.0137931034482758,0.0,left,8,see,8,what,6,that,4,all,4,0.5448275862068965,31,4,-212.50392,70.16041,128.36179,31.612494,29.813852,18.342823,33.327915,10.039688,14.085305,8.250639,15.564246,7.4121823,2.0042794,8.532122,6.4902577,7.4725714,-1.9283419,8.656628,4.8442955,8.6270685,-3.1787534,8.3559885,-0.14041081,7.0364075,-9.290496,6.903215,0.28983745,0.30464777,0.26103568,0.22257395,0.39952683,0.30382308,0.56551415,0.31922528,0.3924246,0.20541546,0.47966748,0.33612037,0.27759388,0.1830617,0.23064375,0.18999478,0.34694156,0.33243945,0.35949484,0.2633434,0.4140734,0.3365315,0.29255843,0.21618009,1366.6499372381716,787.7345604594225,2067.1668350370505,2808.6913495610006,0.0050812988,23.242349830368468,0.0426346628289473,[95.703125],0.092667274,0.039570514,1.1582636,0.7286152,10.211203,0.11304076,0.18059278,[0.07390456],0.66132015,6.427002
